espn_id,name,position,season,college_team,stat_category,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing,completions,passingAttempts,completionPct,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,longPassing,sacks,QBRating
4035776,Kendric Pryor,WR,2017,wisconsin-badgers,rushing,,,,,,5,63,12.6,2,32,,,,,,,,,,
4035776,Kendric Pryor,WR,2018,wisconsin-badgers,rushing,,,,,,12,116,9.7,1,33,,,,,,,,,,
4035776,Kendric Pryor,WR,2019,wisconsin-badgers,rushing,,,,,,13,180,13.8,2,66,,,,,,,,,,
4035776,Kendric Pryor,WR,2020,wisconsin-badgers,rushing,,,,,,2,9,4.5,0,7,,,,,,,,,,
4035776,Kendric Pryor,WR,2021,wisconsin-badgers,rushing,,,,,,8,41,5.1,0,13,,,,,,,,,,
3127310,Drew Sample,TE,2015,washington-huskies,receiving,5,45,9.0,2,23,,,,,,,,,,,,,,,
3127310,Drew Sample,TE,2016,washington-huskies,receiving,9,106,11.8,0,32,,,,,,,,,,,,,,,
3127310,Drew Sample,TE,2017,washington-huskies,receiving,7,84,12.0,0,31,,,,,,,,,,,,,,,
3127310,Drew Sample,TE,2018,washington-huskies,receiving,25,252,10.1,3,33,,,,,,,,,,,,,,,
4690070,Mitchell Tinsley,WR,2020,western-kentucky-hilltoppers,receiving,43,377,8.8,4,38,,,,,,,,,,,,,,,
4690070,Mitchell Tinsley,WR,2021,western-kentucky-hilltoppers,receiving,87,"1,402",16.1,14,75,,,,,,,,,,,,,,,
4690070,Mitchell Tinsley,WR,2022,penn-state-nittany-lions,receiving,51,577,11.3,5,34,,,,,,,,,,,,,,,
4690070,Mitchell Tinsley,WR,2020,western-kentucky-hilltoppers,rushing,,,,,,1,5,5.0,0,5,,,,,,,,,,
4690070,Mitchell Tinsley,WR,2020,western-kentucky-hilltoppers,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
4570738,Ke'Shawn Williams,WR,2020,wake-forest-demon-deacons,receiving,3,44,14.7,0,34,,,,,,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2021,wake-forest-demon-deacons,receiving,27,404,15.0,3,75,,,,,,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2022,wake-forest-demon-deacons,receiving,39,553,14.2,1,42,,,,,,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2023,wake-forest-demon-deacons,receiving,38,384,10.1,1,34,,,,,,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2024,indiana-hoosiers,receiving,39,448,11.5,5,52,,,,,,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2023,wake-forest-demon-deacons,rushing,,,,,,3,29,9.7,1,20,,,,,,,,,,
4570738,Ke'Shawn Williams,WR,2024,indiana-hoosiers,rushing,,,,,,2,27,13.5,0,14,,,,,,,,,,
4427834,Erick All Jr.,TE,2019,michigan-wolverines,receiving,1,10,10.0,0,10,,,,,,,,,,,,,,,
4427834,Erick All Jr.,TE,2020,michigan-wolverines,receiving,12,82,6.8,0,27,,,,,,,,,,,,,,,
4427834,Erick All Jr.,TE,2021,michigan-wolverines,receiving,38,437,11.5,2,47,,,,,,,,,,,,,,,
4427834,Erick All Jr.,TE,2022,michigan-wolverines,receiving,3,36,12.0,0,22,,,,,,,,,,,,,,,
4427834,Erick All Jr.,TE,2023,iowa-hawkeyes,receiving,21,299,14.2,3,34,,,,,,,,,,,,,,,
4362603,Brenden Bates,TE,2020,kentucky-wildcats,receiving,1,14,14.0,0,14,,,,,,,,,,,,,,,
4362603,Brenden Bates,TE,2021,kentucky-wildcats,receiving,11,70,6.4,1,15,,,,,,,,,,,,,,,
4362603,Brenden Bates,TE,2022,kentucky-wildcats,receiving,10,99,9.9,1,23,,,,,,,,,,,,,,,
4362603,Brenden Bates,TE,2023,kentucky-wildcats,receiving,4,89,22.3,0,33,,,,,,,,,,,,,,,
4808839,Isaiah Bond,WR,2022,alabama-crimson-tide,receiving,17,220,12.9,1,53,,,,,,,,,,,,,,,
4808839,Isaiah Bond,WR,2023,alabama-crimson-tide,receiving,48,668,13.9,4,52,,,,,,,,,,,,,,,
4808839,Isaiah Bond,WR,2024,texas-longhorns,receiving,34,540,15.9,5,56,,,,,,,,,,,,,,,
4808839,Isaiah Bond,WR,2023,alabama-crimson-tide,rushing,,,,,,1,3,3.0,0,3,,,,,,,,,,
4808839,Isaiah Bond,WR,2024,texas-longhorns,rushing,,,,,,4,98,24.5,1,44,,,,,,,,,,
4242536,Sal Cannella,TE,2017,auburn-tigers,receiving,3,31,10.3,0,19,,,,,,,,,,,,,,,
4242536,Sal Cannella,TE,2018,auburn-tigers,receiving,12,111,9.3,3,22,,,,,,,,,,,,,,,
4242536,Sal Cannella,TE,2019,auburn-tigers,receiving,10,188,18.8,2,37,,,,,,,,,,,,,,,
4613104,Malachi Corley,WR,2020,western-kentucky-hilltoppers,receiving,6,65,10.8,0,17,,,,,,,,,,,,,,,
4613104,Malachi Corley,WR,2021,western-kentucky-hilltoppers,receiving,73,691,9.5,7,45,,,,,,,,,,,,,,,
4613104,Malachi Corley,WR,2022,western-kentucky-hilltoppers,receiving,101,"1,293",12.8,11,76,,,,,,,,,,,,,,,
4613104,Malachi Corley,WR,2023,western-kentucky-hilltoppers,receiving,79,984,12.5,11,75,,,,,,,,,,,,,,,
4613104,Malachi Corley,WR,2021,western-kentucky-hilltoppers,rushing,,,,,,1,-6,-6.0,0,0,,,,,,,,,,
4613104,Malachi Corley,WR,2022,western-kentucky-hilltoppers,rushing,,,,,,11,87,7.9,0,29,,,,,,,,,,
4613104,Malachi Corley,WR,2023,western-kentucky-hilltoppers,rushing,,,,,,4,11,2.8,0,6,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2022,bowling-green-falcons,receiving,19,218,11.5,1,42,,,,,,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2023,bowling-green-falcons,receiving,44,623,14.2,6,56,,,,,,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2024,bowling-green-falcons,receiving,117,"1,555",13.3,10,65,,,,,,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2022,bowling-green-falcons,rushing,,,,,,10,53,5.3,4,24,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2023,bowling-green-falcons,rushing,,,,,,14,41,2.9,0,15,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2024,bowling-green-falcons,rushing,,,,,,9,65,7.2,1,31,,,,,,,,,,
5083076,Harold Fannin Jr.,TE,2022,bowling-green-falcons,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
5083076,Harold Fannin Jr.,TE,2023,bowling-green-falcons,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
5083076,Harold Fannin Jr.,TE,2024,bowling-green-falcons,passing,,,,,,,,,,,1,2,50.0,9,4.5,0,0,9,0,87.8
4566157,Luke Floriea,WR,2020,kent-state-golden-flashes,receiving,3,38,12.7,0,24,,,,,,,,,,,,,,,
4566157,Luke Floriea,WR,2021,kent-state-golden-flashes,receiving,10,120,12.0,1,48,,,,,,,,,,,,,,,
4566157,Luke Floriea,WR,2022,kent-state-golden-flashes,receiving,4,51,12.8,0,39,,,,,,,,,,,,,,,
4566157,Luke Floriea,WR,2023,kent-state-golden-flashes,receiving,39,413,10.6,4,43,,,,,,,,,,,,,,,
4566157,Luke Floriea,WR,2024,kent-state-golden-flashes,receiving,44,699,15.9,7,80,,,,,,,,,,,,,,,
4566157,Luke Floriea,WR,2021,kent-state-golden-flashes,rushing,,,,,,1,-3,-3.0,0,0,,,,,,,,,,
4566157,Luke Floriea,WR,2022,kent-state-golden-flashes,rushing,,,,,,1,-4,-4.0,0,0,,,,,,,,,,
4566157,Luke Floriea,WR,2023,kent-state-golden-flashes,rushing,,,,,,1,13,13.0,1,13,,,,,,,,,,
4566157,Luke Floriea,WR,2024,kent-state-golden-flashes,rushing,,,,,,1,17,17.0,0,10,,,,,,,,,,
4566157,Luke Floriea,WR,2024,kent-state-golden-flashes,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,1,0,0,-200.0
4427238,Dillon Gabriel,QB,2019,ucf-knights,passing,,,,,,,,,,,236,398,59.3,"3,653",9.2,29,7,75,22,156.9
4427238,Dillon Gabriel,QB,2020,ucf-knights,passing,,,,,,,,,,,248,413,60.0,"3,570",8.6,32,4,93,22,156.3
4427238,Dillon Gabriel,QB,2021,ucf-knights,passing,,,,,,,,,,,70,102,68.6,814,8.0,9,3,47,6,158.9
4427238,Dillon Gabriel,QB,2022,oklahoma-sooners,passing,,,,,,,,,,,230,367,62.7,"3,168",8.6,25,6,78,25,154.4
4427238,Dillon Gabriel,QB,2023,oklahoma-sooners,passing,,,,,,,,,,,266,384,69.3,"3,660",9.5,30,6,63,17,172.0
4427238,Dillon Gabriel,QB,2024,oregon-ducks,passing,,,,,,,,,,,326,447,72.9,"3,857",8.6,30,6,69,21,164.9
4427238,Dillon Gabriel,QB,2019,ucf-knights,rushing,,,,,,71,78,1.1,4,22,,,,,,,,,,
4427238,Dillon Gabriel,QB,2020,ucf-knights,rushing,,,,,,72,169,2.3,2,28,,,,,,,,,,
4427238,Dillon Gabriel,QB,2021,ucf-knights,rushing,,,,,,24,125,5.2,2,44,,,,,,,,,,
4427238,Dillon Gabriel,QB,2022,oklahoma-sooners,rushing,,,,,,89,315,3.5,6,61,,,,,,,,,,
4427238,Dillon Gabriel,QB,2023,oklahoma-sooners,rushing,,,,,,93,373,4.0,12,44,,,,,,,,,,
4427238,Dillon Gabriel,QB,2024,oregon-ducks,rushing,,,,,,75,149,2.0,7,54,,,,,,,,,,
4427238,Dillon Gabriel,QB,2021,ucf-knights,receiving,1,20,20.0,1,20,,,,,,,,,,,,,,,
4427238,Dillon Gabriel,QB,2022,oklahoma-sooners,receiving,1,13,13.0,0,13,,,,,,,,,,,,,,,
4241463,Jerry Jeudy,WR,2017,alabama-crimson-tide,receiving,14,264,18.9,2,36,,,,,,,,,,,,,,,
4241463,Jerry Jeudy,WR,2018,alabama-crimson-tide,receiving,68,"1,315",19.3,14,81,,,,,,,,,,,,,,,
4241463,Jerry Jeudy,WR,2019,alabama-crimson-tide,receiving,77,"1,163",15.1,10,85,,,,,,,,,,,,,,,
4241463,Jerry Jeudy,WR,2019,alabama-crimson-tide,rushing,,,,,,1,1,1.0,0,1,,,,,,,,,,
4877203,Gage Larvadain,WR,2021,se-louisiana-lions,receiving,37,521,14.1,5,88,,,,,,,,,,,,,,,
4877203,Gage Larvadain,WR,2022,se-louisiana-lions,receiving,59,731,12.4,2,46,,,,,,,,,,,,,,,
4877203,Gage Larvadain,WR,2023,miami-oh-redhawks,receiving,42,679,16.2,6,99,,,,,,,,,,,,,,,
4877203,Gage Larvadain,WR,2024,south-carolina-gamecocks,receiving,19,223,11.7,1,44,,,,,,,,,,,,,,,
4877203,Gage Larvadain,WR,2021,se-louisiana-lions,rushing,,,,,,9,30,3.3,0,14,,,,,,,,,,
4877203,Gage Larvadain,WR,2022,se-louisiana-lions,rushing,,,,,,15,74,4.9,0,19,,,,,,,,,,
4877203,Gage Larvadain,WR,2023,miami-oh-redhawks,rushing,,,,,,5,59,11.8,0,46,,,,,,,,,,
4877203,Gage Larvadain,WR,2024,south-carolina-gamecocks,rushing,,,,,,2,15,7.5,0,10,,,,,,,,,,
4877203,Gage Larvadain,WR,2022,se-louisiana-lions,passing,,,,,,,,,,,0,2,0.0,0,0.0,0,1,0,0,-100.0
4432374,Ahmani Marshall,RB,2020,wake-forest-demon-deacons,rushing,,,,,,6,18,3.0,0,8,,,,,,,,,,
4432374,Ahmani Marshall,RB,2021,wake-forest-demon-deacons,rushing,,,,,,23,103,4.5,0,16,,,,,,,,,,
4432374,Ahmani Marshall,RB,2022,appalachian-state-mountaineers,rushing,,,,,,76,389,5.1,4,37,,,,,,,,,,
4432374,Ahmani Marshall,RB,2023,appalachian-state-mountaineers,rushing,,,,,,20,65,3.3,2,11,,,,,,,,,,
4432374,Ahmani Marshall,RB,2024,app-state-mountaineers,rushing,,,,,,149,713,4.8,7,29,,,,,,,,,,
4432374,Ahmani Marshall,RB,2022,appalachian-state-mountaineers,receiving,4,38,9.5,0,16,,,,,,,,,,,,,,,
4432374,Ahmani Marshall,RB,2024,app-state-mountaineers,receiving,11,71,6.5,0,14,,,,,,,,,,,,,,,
3123076,David Njoku,TE,2015,miami-hurricanes,receiving,21,362,17.2,1,58,,,,,,,,,,,,,,,
3123076,David Njoku,TE,2016,miami-hurricanes,receiving,43,698,16.2,8,76,,,,,,,,,,,,,,,
4687509,Caden Prieskorn,TE,2020,memphis-tigers,receiving,3,33,11.0,0,16,,,,,,,,,,,,,,,
4687509,Caden Prieskorn,TE,2021,memphis-tigers,receiving,4,46,11.5,0,20,,,,,,,,,,,,,,,
4687509,Caden Prieskorn,TE,2022,memphis-tigers,receiving,48,602,12.5,7,48,,,,,,,,,,,,,,,
4687509,Caden Prieskorn,TE,2023,ole-miss-rebels,receiving,30,449,15.0,4,37,,,,,,,,,,,,,,,
4687509,Caden Prieskorn,TE,2024,ole-miss-rebels,receiving,27,401,14.9,3,46,,,,,,,,,,,,,,,
5081397,Dylan Sampson,RB,2022,tennessee-volunteers,rushing,,,,,,58,397,6.8,6,80,,,,,,,,,,
5081397,Dylan Sampson,RB,2023,tennessee-volunteers,rushing,,,,,,106,604,5.7,7,44,,,,,,,,,,
5081397,Dylan Sampson,RB,2024,tennessee-volunteers,rushing,,,,,,258,"1,491",5.8,22,56,,,,,,,,,,
5081397,Dylan Sampson,RB,2022,tennessee-volunteers,receiving,3,24,8.0,0,19,,,,,,,,,,,,,,,
5081397,Dylan Sampson,RB,2023,tennessee-volunteers,receiving,17,175,10.3,1,37,,,,,,,,,,,,,,,
5081397,Dylan Sampson,RB,2024,tennessee-volunteers,receiving,20,143,7.2,0,21,,,,,,,,,,,,,,,
4601080,Raheim Sanders,RB,2021,arkansas-razorbacks,rushing,,,,,,114,578,5.1,5,42,,,,,,,,,,
4601080,Raheim Sanders,RB,2022,arkansas-razorbacks,rushing,,,,,,222,"1,443",6.5,10,76,,,,,,,,,,
4601080,Raheim Sanders,RB,2023,arkansas-razorbacks,rushing,,,,,,62,209,3.4,2,19,,,,,,,,,,
4601080,Raheim Sanders,RB,2024,south-carolina-gamecocks,rushing,,,,,,183,881,4.8,11,66,,,,,,,,,,
4601080,Raheim Sanders,RB,2021,arkansas-razorbacks,receiving,11,109,9.9,1,24,,,,,,,,,,,,,,,
4601080,Raheim Sanders,RB,2022,arkansas-razorbacks,receiving,28,271,9.7,2,73,,,,,,,,,,,,,,,
4601080,Raheim Sanders,RB,2023,arkansas-razorbacks,receiving,10,75,7.5,0,38,,,,,,,,,,,,,,,
4601080,Raheim Sanders,RB,2024,south-carolina-gamecocks,receiving,27,316,11.7,2,43,,,,,,,,,,,,,,,
4432762,Shedeur Sanders,QB,2021,jackson-state-tigers,passing,,,,,,,,,,,272,413,65.9,"3,231",7.8,30,8,74,35,151.7
4432762,Shedeur Sanders,QB,2022,jackson-state-tigers,passing,,,,,,,,,,,341,483,70.6,"3,732",7.7,40,6,86,23,160.4
4432762,Shedeur Sanders,QB,2023,colorado-buffaloes,passing,,,,,,,,,,,298,430,69.3,"3,230",7.5,27,3,75,52,151.7
4432762,Shedeur Sanders,QB,2024,colorado-buffaloes,passing,,,,,,,,,,,353,477,74.0,"4,134",8.7,37,10,69,42,168.2
4432762,Shedeur Sanders,QB,2021,jackson-state-tigers,rushing,,,,,,103,-17,-0.2,3,30,,,,,,,,,,
4432762,Shedeur Sanders,QB,2022,jackson-state-tigers,rushing,,,,,,85,173,2.0,6,42,,,,,,,,,,
4432762,Shedeur Sanders,QB,2023,colorado-buffaloes,rushing,,,,,,111,-77,-0.7,4,38,,,,,,,,,,
4432762,Shedeur Sanders,QB,2024,colorado-buffaloes,rushing,,,,,,100,-50,-0.5,4,17,,,,,,,,,,
4428678,Jamari Thrash,WR,2019,georgia-state-panthers,receiving,2,17,8.5,0,16,,,,,,,,,,,,,,,
4428678,Jamari Thrash,WR,2020,georgia-state-panthers,receiving,9,161,17.9,2,57,,,,,,,,,,,,,,,
4428678,Jamari Thrash,WR,2021,georgia-state-panthers,receiving,32,452,14.1,3,38,,,,,,,,,,,,,,,
4428678,Jamari Thrash,WR,2022,georgia-state-panthers,receiving,61,"1,122",18.4,7,75,,,,,,,,,,,,,,,
4428678,Jamari Thrash,WR,2023,louisville-cardinals,receiving,63,858,13.6,6,85,,,,,,,,,,,,,,,
4428678,Jamari Thrash,WR,2021,georgia-state-panthers,rushing,,,,,,1,5,5.0,0,5,,,,,,,,,,
4428678,Jamari Thrash,WR,2022,georgia-state-panthers,rushing,,,,,,2,5,2.5,0,4,,,,,,,,,,
4428678,Jamari Thrash,WR,2023,louisville-cardinals,rushing,,,,,,1,12,12.0,1,12,,,,,,,,,,
4369863,Cedric Tillman,WR,2018,tennessee-volunteers,receiving,1,-3,-3.0,0,-3,,,,,,,,,,,,,,,
4369863,Cedric Tillman,WR,2019,tennessee-volunteers,receiving,4,60,15.0,1,28,,,,,,,,,,,,,,,
4369863,Cedric Tillman,WR,2020,tennessee-volunteers,receiving,3,67,22.3,1,46,,,,,,,,,,,,,,,
4369863,Cedric Tillman,WR,2021,tennessee-volunteers,receiving,64,"1,081",16.9,12,70,,,,,,,,,,,,,,,
4369863,Cedric Tillman,WR,2022,tennessee-volunteers,receiving,37,417,11.3,3,61,,,,,,,,,,,,,,,
4362018,Blake Whiteheart,TE,2020,wake-forest-demon-deacons,receiving,5,61,12.2,0,31,,,,,,,,,,,,,,,
4362018,Blake Whiteheart,TE,2021,wake-forest-demon-deacons,receiving,15,185,12.3,3,26,,,,,,,,,,,,,,,
4362018,Blake Whiteheart,TE,2022,wake-forest-demon-deacons,receiving,24,295,12.3,3,30,,,,,,,,,,,,,,,
4035222,Trayveon Williams,RB,2016,texas-am-aggies,rushing,,,,,,156,"1,057",6.8,8,89,,,,,,,,,,
4035222,Trayveon Williams,RB,2017,texas-am-aggies,rushing,,,,,,173,798,4.6,8,72,,,,,,,,,,
4035222,Trayveon Williams,RB,2018,texas-am-aggies,rushing,,,,,,271,"1,760",6.5,18,93,,,,,,,,,,
4035222,Trayveon Williams,RB,2016,texas-am-aggies,receiving,19,91,4.8,0,17,,,,,,,,,,,,,,,
4035222,Trayveon Williams,RB,2017,texas-am-aggies,receiving,20,192,9.6,0,41,,,,,,,,,,,,,,,
4035222,Trayveon Williams,RB,2018,texas-am-aggies,receiving,27,278,10.3,1,38,,,,,,,,,,,,,,,
4576845,Isaiah Wooden,WR,2020,kent-state-golden-flashes,receiving,4,94,23.5,1,33,,,,,,,,,,,,,,,
4576845,Isaiah Wooden,WR,2022,southern-utah-thunderbirds,receiving,38,778,20.5,6,76,,,,,,,,,,,,,,,
4576845,Isaiah Wooden,WR,2023,southern-utah-thunderbirds,receiving,61,904,14.8,14,66,,,,,,,,,,,,,,,
4576845,Isaiah Wooden,WR,2020,kent-state-golden-flashes,rushing,,,,,,1,6,6.0,0,6,,,,,,,,,,
4576845,Isaiah Wooden,WR,2022,southern-utah-thunderbirds,rushing,,,,,,21,253,12.0,2,58,,,,,,,,,,
4576845,Isaiah Wooden,WR,2023,southern-utah-thunderbirds,rushing,,,,,,9,34,3.8,0,10,,,,,,,,,,
4372019,Jerome Ford,RB,2018,alabama-crimson-tide,rushing,,,,,,7,37,5.3,0,15,,,,,,,,,,
4372019,Jerome Ford,RB,2019,alabama-crimson-tide,rushing,,,,,,24,114,4.8,3,37,,,,,,,,,,
4372019,Jerome Ford,RB,2020,cincinnati-bearcats,rushing,,,,,,73,483,6.6,8,79,,,,,,,,,,
4372019,Jerome Ford,RB,2021,cincinnati-bearcats,rushing,,,,,,215,"1,319",6.1,19,79,,,,,,,,,,
4372019,Jerome Ford,RB,2019,alabama-crimson-tide,receiving,2,11,5.5,0,9,,,,,,,,,,,,,,,
4372019,Jerome Ford,RB,2020,cincinnati-bearcats,receiving,8,51,6.4,0,15,,,,,,,,,,,,,,,
4372019,Jerome Ford,RB,2021,cincinnati-bearcats,receiving,21,220,10.5,1,34,,,,,,,,,,,,,,,
4685702,Quinshon Judkins,RB,2022,ole-miss-rebels,rushing,,,,,,274,"1,567",5.7,16,61,,,,,,,,,,
4685702,Quinshon Judkins,RB,2023,ole-miss-rebels,rushing,,,,,,271,"1,158",4.3,15,40,,,,,,,,,,
4685702,Quinshon Judkins,RB,2024,ohio-state-buckeyes,rushing,,,,,,194,"1,060",5.5,14,86,,,,,,,,,,
4685702,Quinshon Judkins,RB,2022,ole-miss-rebels,receiving,15,132,8.8,1,25,,,,,,,,,,,,,,,
4685702,Quinshon Judkins,RB,2023,ole-miss-rebels,receiving,22,149,6.8,2,25,,,,,,,,,,,,,,,
4685702,Quinshon Judkins,RB,2024,ohio-state-buckeyes,receiving,22,161,7.3,2,21,,,,,,,,,,,,,,,
4685702,Quinshon Judkins,RB,2022,ole-miss-rebels,passing,,,,,,,,,,,1,1,100.0,7,7.0,0,0,7,0,158.8
3122840,Deshaun Watson,QB,2014,clemson-tigers,passing,,,,,,,,,,,93,137,67.9,"1,466",10.7,14,2,74,8,188.6
3122840,Deshaun Watson,QB,2015,clemson-tigers,passing,,,,,,,,,,,333,491,67.8,"4,104",8.4,35,13,67,15,156.3
3122840,Deshaun Watson,QB,2016,clemson-tigers,passing,,,,,,,,,,,388,579,67.0,"4,593",7.9,41,17,65,17,151.1
3122840,Deshaun Watson,QB,2014,clemson-tigers,rushing,,,,,,63,200,3.2,5,17,,,,,,,,,,
3122840,Deshaun Watson,QB,2015,clemson-tigers,rushing,,,,,,207,"1,105",5.3,12,63,,,,,,,,,,
3122840,Deshaun Watson,QB,2016,clemson-tigers,rushing,,,,,,165,629,3.8,9,33,,,,,,,,,,
4429202,Israel Abanikanda,RB,2020,pittsburgh-panthers,rushing,,,,,,28,95,3.4,1,10,,,,,,,,,,
4429202,Israel Abanikanda,RB,2021,pittsburgh-panthers,rushing,,,,,,123,651,5.3,7,28,,,,,,,,,,
4429202,Israel Abanikanda,RB,2022,pittsburgh-panthers,rushing,,,,,,239,"1,431",6.0,20,80,,,,,,,,,,
4429202,Israel Abanikanda,RB,2020,pittsburgh-panthers,receiving,2,11,5.5,1,15,,,,,,,,,,,,,,,
4429202,Israel Abanikanda,RB,2021,pittsburgh-panthers,receiving,24,197,8.2,1,25,,,,,,,,,,,,,,,
4429202,Israel Abanikanda,RB,2022,pittsburgh-panthers,receiving,12,146,12.2,1,37,,,,,,,,,,,,,,,
4685279,Jaydon Blue,RB,2022,texas-longhorns,rushing,,,,,,15,33,2.2,0,10,,,,,,,,,,
4685279,Jaydon Blue,RB,2023,texas-longhorns,rushing,,,,,,65,398,6.1,3,69,,,,,,,,,,
4685279,Jaydon Blue,RB,2024,texas-longhorns,rushing,,,,,,134,730,5.4,8,77,,,,,,,,,,
4685279,Jaydon Blue,RB,2023,texas-longhorns,receiving,14,135,9.6,1,19,,,,,,,,,,,,,,,
4685279,Jaydon Blue,RB,2024,texas-longhorns,receiving,42,368,8.8,6,45,,,,,,,,,,,,,,,
3121410,Parris Campbell,WR,2016,ohio-state-buckeyes,receiving,13,121,9.3,0,16,,,,,,,,,,,,,,,
3121410,Parris Campbell,WR,2017,ohio-state-buckeyes,receiving,40,584,14.6,3,74,,,,,,,,,,,,,,,
3121410,Parris Campbell,WR,2018,ohio-state-buckeyes,receiving,90,"1,063",11.8,12,78,,,,,,,,,,,,,,,
3121410,Parris Campbell,WR,2016,ohio-state-buckeyes,rushing,,,,,,4,54,13.5,1,24,,,,,,,,,,
3121410,Parris Campbell,WR,2017,ohio-state-buckeyes,rushing,,,,,,10,132,13.2,1,44,,,,,,,,,,
3121410,Parris Campbell,WR,2018,ohio-state-buckeyes,rushing,,,,,,9,24,2.7,0,18,,,,,,,,,,
4242355,Jake Ferguson,TE,2018,wisconsin-badgers,receiving,36,456,12.7,4,36,,,,,,,,,,,,,,,
4242355,Jake Ferguson,TE,2019,wisconsin-badgers,receiving,33,407,12.3,2,28,,,,,,,,,,,,,,,
4242355,Jake Ferguson,TE,2020,wisconsin-badgers,receiving,30,305,10.2,4,34,,,,,,,,,,,,,,,
4242355,Jake Ferguson,TE,2021,wisconsin-badgers,receiving,46,450,9.8,3,35,,,,,,,,,,,,,,,
5083754,Ryan Flournoy,WR,2022,southeast-missouri-state-redhawks,receiving,61,984,16.1,7,62,,,,,,,,,,,,,,,
5083754,Ryan Flournoy,WR,2023,southeast-missouri-state-redhawks,receiving,57,839,14.7,6,89,,,,,,,,,,,,,,,
5083754,Ryan Flournoy,WR,2022,southeast-missouri-state-redhawks,rushing,,,,,,3,39,13.0,1,31,,,,,,,,,,
5083754,Ryan Flournoy,WR,2023,southeast-missouri-state-redhawks,rushing,,,,,,6,49,8.2,1,39,,,,,,,,,,
4429172,Traeshon Holden,WR,2021,alabama-crimson-tide,receiving,21,239,11.4,1,29,,,,,,,,,,,,,,,
4429172,Traeshon Holden,WR,2022,alabama-crimson-tide,receiving,25,331,13.2,6,33,,,,,,,,,,,,,,,
4429172,Traeshon Holden,WR,2023,oregon-ducks,receiving,37,452,12.2,6,63,,,,,,,,,,,,,,,
4429172,Traeshon Holden,WR,2024,oregon-ducks,receiving,45,718,16.0,5,59,,,,,,,,,,,,,,,
4429172,Traeshon Holden,WR,2023,oregon-ducks,rushing,,,,,,2,12,6.0,1,7,,,,,,,,,,
4429172,Traeshon Holden,WR,2024,oregon-ducks,rushing,,,,,,2,22,11.0,0,21,,,,,,,,,,
4241389,CeeDee Lamb,WR,2017,oklahoma-sooners,receiving,46,807,17.5,7,82,,,,,,,,,,,,,,,
4241389,CeeDee Lamb,WR,2018,oklahoma-sooners,receiving,65,"1,158",17.8,11,86,,,,,,,,,,,,,,,
4241389,CeeDee Lamb,WR,2019,oklahoma-sooners,receiving,62,"1,327",21.4,14,71,,,,,,,,,,,,,,,
4241389,CeeDee Lamb,WR,2019,oklahoma-sooners,rushing,,,,,,9,20,2.2,1,21,,,,,,,,,,
4241389,CeeDee Lamb,WR,2017,oklahoma-sooners,passing,,,,,,,,,,,1,1,100.0,2,2.0,1,0,2,0,446.8
4241389,CeeDee Lamb,WR,2018,oklahoma-sooners,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
4383396,Hunter Luepke,RB,2019,north-dakota-state-bison,rushing,,,,,,5,43,8.6,1,21,,,,,,,,,,
4383396,Hunter Luepke,RB,2020,north-dakota-state-bison,rushing,,,,,,84,458,5.5,6,55,,,,,,,,,,
4383396,Hunter Luepke,RB,2021,north-dakota-state-bison,rushing,,,,,,87,543,6.2,8,49,,,,,,,,,,
4383396,Hunter Luepke,RB,2022,north-dakota-state-bison,rushing,,,,,,98,619,6.3,9,47,,,,,,,,,,
4383396,Hunter Luepke,RB,2019,north-dakota-state-bison,receiving,11,96,8.7,1,18,,,,,,,,,,,,,,,
4383396,Hunter Luepke,RB,2020,north-dakota-state-bison,receiving,4,37,9.3,1,23,,,,,,,,,,,,,,,
4383396,Hunter Luepke,RB,2021,north-dakota-state-bison,receiving,9,165,18.3,3,44,,,,,,,,,,,,,,,
4383396,Hunter Luepke,RB,2022,north-dakota-state-bison,receiving,14,196,14.0,4,31,,,,,,,,,,,,,,,
4431562,Phil Mafah,RB,2021,clemson-tigers,rushing,,,,,,68,292,4.3,3,63,,,,,,,,,,
4431562,Phil Mafah,RB,2022,clemson-tigers,rushing,,,,,,98,515,5.3,4,39,,,,,,,,,,
4431562,Phil Mafah,RB,2023,clemson-tigers,rushing,,,,,,179,965,5.4,13,49,,,,,,,,,,
